File	Id	Title	Catalogue number	Date of publication	Number of entries	Number of desc	Collaborator	Title of the catalogue
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000103.xml	CAT_000103	RDA, N°100 (Octobre 1886)	100	1886-10	345	348	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000104.xml	CAT_000104	RDA, N°101 (Novembre 1886)	101	1886-11	270	271	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000105.xml	CAT_000105	RDA, N°102 (Décembre 1886)	102	1886-12	248	248	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000106.xml	CAT_000106	RDA, N°103 (Janvier 1887)	103	1887-01	295	295	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000107.xml	CAT_000107	RDA, N°104 (Mars 1887)	104	1887-03	273	273	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000108.xml	CAT_000108	RDA, N°105 (Avril 1887)	105	1887-04	357	357	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000109.xml	CAT_000109	RDA, N°106 (Juin 1887)	106	1887-06	384	384	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000110.xml	CAT_000110	RDA, N°107 (Septembre 1887)	107	1887-09	355	368	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000111.xml	CAT_000111	RDA, N°108 (Octobre 1887)	108	1887-10	300	301	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000112.xml	CAT_000112	RDA, N°109 (Novembre 1887)	109	1887-11	262	262	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000113.xml	CAT_000113	RDA, N°110 (Décembre 1887)	110	1887-12	373	376	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000114.xml	CAT_000114	RDA, N°111 (Février 1888)	111	1888-02	304	304	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000115.xml	CAT_000115	RDA, N°113 (Avril-mai 1887)	112	1888-03	290	292	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000116.xml	CAT_000116	RDA, N°112 (Mars 1887)	113	1888-05	316	318	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000117.xml	CAT_000117	RDA, N°114 (Août 1888)	114	1888-08	262	263	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000118.xml	CAT_000118	RDA, N°115 (Octobre 1888)	115	1888-10	294	306	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000119.xml	CAT_000119	RDA, N°116 (Novembre 1888)	116	1888-11	252	252	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000120.xml	CAT_000120	RDA, N°117 (Décembre 1888)	117	1888-12	305	309	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000121.xml	CAT_000121	RDA, N°118 (Février 1889)	118	1889-02	275	275	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000122.xml	CAT_000122	RDA, N°119 (Mars 1889)	119	1889-03	224	225	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000123.xml	CAT_000123	RDA, N°120 (Avril 1889)	120	1889-04	355	355	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000124.xml	CAT_000124	RDA, N°121 (Avril 1889)	121	1889-05	270	270	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000125.xml	CAT_000125	RDA, N°122 (Avril 1889)	122	1889-10	381	382	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000126.xml	CAT_000126	RDA, N°123 (Novembre 1889)	123	1889-11	287	287	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000127.xml	CAT_000127	RDA, N°124 (Décembre 1889)	124	1889-12	222	226	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000128.xml	CAT_000128	RDA, N°125 (Février 1890)	125	1890-02	269	275	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000129.xml	CAT_000129	RDA, N°126 (Mars 1890)	126	1890-03	374	376	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000130.xml	CAT_000130	RDA, N°127 (Avril 1890)	127	1890-04	263	267	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000131.xml	CAT_000131	RDA, N°128 (Mai 1890)	128	1890-05	281	282	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000132.xml	CAT_000132	RDA, N°129 (Juin 1890)	129	1890-06	372	372	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000133.xml	CAT_000133	RDA, N°130 (Octobre 1890)	130	1890-10	331	334	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000134.xml	CAT_000134	RDA, N°131 (Novembre 1890)	131	1890-11	333	336	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000135.xml	CAT_000135	RDA, N°132 (Décembre 1890)	132	1890-12	298	301	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000136.xml	CAT_000136	RDA, N°133 (Janvier 1891)	133	1891-01	259	261	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000137.xml	CAT_000137	RDA, N°134 (Février 1891)	134	1891-02	275	281	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000138.xml	CAT_000138	RDA, N°135 (Avril 1891)	135	1891-03	329	330	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000139.xml	CAT_000139	RDA, N°136 (Mars 1891)	136	1891-04	402	405	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000140.xml	CAT_000140	RDA, N°137 (Mai 1891)	137	1891-05	406	406	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000141.xml	CAT_000141	RDA, N°138 (Juin 1891)	138	1891-06	311	313	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000142.xml	CAT_000142	RDA, N°139 (Octobre 1891)	139	1891-10	268	282	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000143.xml	CAT_000143	RDA, N°140 (Novembre 1891)	140	1891-11	320	338	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000144.xml	CAT_000144	RDA, N°141 (Décembre 1891)	141	1891-12	265	270	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000145.xml	CAT_000145	RDA, N°142 (Février 1892)	142	1892-02	250	257	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000146.xml	CAT_000146	RDA, N°143 (Mars 1892)	143	1892-03	277	284	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000147.xml	CAT_000147	RDA, N°144 (Avril 1892)	144	1892-04	232	235	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000148.xml	CAT_000148	RDA, N°145 (Mai 1892)	145	1892-05	278	284	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000149.xml	CAT_000149	RDA, N°146 (Juin 1892)	146	1892-06	281	317	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000150.xml	CAT_000150	RDA, N°147 (Septembre 1892)	147	1892-06	355	371	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000151.xml	CAT_000151	RDA, N°148 (Octobre 1892)	148	1892-10	336	358	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000152.xml	CAT_000152	RDA, N°149 (Novembre 1892)	149	1892-11	312	320	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000153.xml	CAT_000153	RDA, N°150 (Décembre 1892)	150	1892-12	317	319	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000154.xml	CAT_000154	RDA, N°151 (Janvier 1893)	151	1893-01	288	290	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000155.xml	CAT_000155	RDA, N°152 (Février 1893)	152	1893-02	317	323	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000156.xml	CAT_000156	RDA, N°153 (Mars 1893)	153	1893-03	328	339	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000157.xml	CAT_000157	RDA, N°154 (Avril 1893)	154	1893-04	299	322	Alexandre Bartz	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000158.xml	CAT_000158	RDA, N°155 (Mai 1893)	155	1893-05	291	310	Caroline Corbières	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000159.xml	CAT_000159	RDA, N°156 (Juin 1893)	156	1893-06	269	277	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000160.xml	CAT_000160	RDA, N°157 (Juillet 1893)	157	1893-07	382	391	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000161.xml	CAT_000161	Vente Etienne Charavay, 15 février 1879		1879	167	181	Simon Gabay	CATAOGUE D'UNE INTERESSANTE COLLECTION DE LETTRES AUTOGRAPHES PROVENANT DU CABINET DE M.P.E.
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000162.xml	CAT_000162	Vente Etienne Charavay, 15 février 1879		1879	161	173	Simon Gabay	Catalogue d'une belle collection de LETTRES AUTOGRAPHES PROVENANT DU CABINET DE M. F. VILLARS
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000163.xml	CAT_000163	Vente Etienne Charavay, 24 mars 1879		1879	180	190	Simon Gabay	Catalogue d'une belle collection de LETTRES AUTOGRAPHES ET DE DOCUMENTS HISTORQUES SUR PARIS ET LES PROVINCES
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000164.xml	CAT_000164	Vente Etienne Charavay, 20 mai 1879		1879	174	181	Simon Gabay	Catalogue d'une belle collection de LETTRES AUTOGRAPHES PROVENANT D'UN CABINET CONNU
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000165.xml	CAT_000165	RDA, N°158 (Août-Septembre 1893)	158	1893-08	281	281	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000166.xml	CAT_000166	Vente Etienne Charavay, 13 et 14 juin 1879		1879	410	486	Simon Gabay	CATALOGUE DES LETTRES AUTOGRAPHES, DOCUMENTS HISTORIQUES, CURIOSITES REVEOLUTIONNAIRES, LIVRES, SCEAUX composant le cabinet de M. LE BARON DE GIRARDOT
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000167.xml	CAT_000167	Vente Noël Charavay, 5 juin 1897		1897	115	117	Simon Gabay	CATALOGUE D'UNE INTERESSANTE COLLECTION DE LETTRES AUTOGRAPHES
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000168.xml	CAT_000168	Vente Etienne Charavay, 12 juillet 1879		1879	173	175	Simon Gabay	Catalogue d’une intéressante collection de LETTRES AUTOGRAPHES
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000169.xml	CAT_000169	RDA, N°159 (Octobre 1893)	159	1893-10	291	295	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000170.xml	CAT_000170	RDA, N°160 (Novembre 1893)	160	1893-11	300	307	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000171.xml	CAT_000171	RDA, N°161 (Décembre 1893)	161	1893-12	296	306	Alexandre Bartz	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000172.xml	CAT_000172	RDA, N°162 (Janvier 1894)	162	1894-01	303	324	Alexandre Bartz	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000173.xml	CAT_000173	RDA, N°163 (Février 1894)	163	1894-02	301	317	Alexandre Bartz	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000174.xml	CAT_000174	RDA, N°164 (Mars 1894)	164	1894-03	288	302	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000175_1894_04_RDA_N165.pdf.tei_step1.xml	CAT_000175	RDA, N°165 (Avril 1894)	165	1894-04	285	286	Simon Gabay	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000194.xml	CAT_000194	RDA, N°166 (Mai 1894)	166	1894-05	283	283	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000197.xml	CAT_000197	RDA, N°167 (Juin 1894)	167	1894-06	298	299	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000198.xml	CAT_000198	RDA, N°168 (Juillet 1894)	168	1894-07	288	293	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000199.xml	CAT_000199	RDA, N°169 (Août-septembre 1894)	169	1894-08	301	305	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/101-200/CAT_000200.xml	CAT_000200	RDA, N°170 (Octobre 1894)	170	1894-10	290	290	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000221.xml	CAT_000221	RDA, N°171 (Octobre 1894)	171	1894-11	296	306	Alexandre Bartz	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000222.xml	CAT_000222	RDA, N°172 (Décembre 1894)	172	1894-12	261	267	Alexandre Bartz	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000224.xml	CAT_000224	RDA, N°173 (Janvier 1895)	173	1895-01	282	289	Alexandre Bartz	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000225.xml	CAT_000225	RDA, N°174 (Février 1895)	174	1895-02	299	318	Alexandre Bartz	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000226.xml	CAT_000226	RDA, N°175 (Mars 1895)	175	1895-03	312	312	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000227.xml	CAT_000227	RDA, N°176 (Avril 1895)	176	1895-04	290	290	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000228.xml	CAT_000228	RDA, N°177 (Mai 1895)	177	1895-05	302	302	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000229.xml	CAT_000229	RDA, N°178 (Juin 1895)	178	1895-06	300	300	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000230.xml	CAT_000230	RDA, N°179 (Juillet 1895)	179	1895-07	308	308	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000232.xml	CAT_000232	RDA, N°181 (Octobre 1895)	181	1895-10	301	301	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000233.xml	CAT_000233	RDA, N°182 (Novembre 1895)	182	1895-11	288	291	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000234.xml	CAT_000234	RDA, N°183 (Décembre 1895)	183	1895-12	300	300	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000235.xml	CAT_000235	RDA, N°184 (Janvier 1896)	184	1896-01	306	306	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000236.xml	CAT_000236	RDA, N°185 (Mars 1896)	185	1896-03	311	310	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000237.xml	CAT_000237	RDA, N°186 (Avril 1896)	186	1896-04	294	294	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000238.xml	CAT_000238	RDA, N°187 (Mai 1896)	187	1896-05	291	291	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/201-300/CAT_000239.xml	CAT_000239	RDA, N°188 (Juillet 1896)	188	1896-07	290	290	Lucie Rondeau du Noyer	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/301-400/CAT_000326.xml	CAT_000326	RDA, N°198 (Mai 1897)	198	1897-05	314	319	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/301-400/CAT_000327.xml	CAT_000327	RDA, N°199 (Juin 1897)	199	1897-06	323	325	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/301-400/CAT_000328.xml	CAT_000328	RDA, N°200 (Juillet 1897)	200	1897-07	323	323	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/301-400/CAT_000329.xml	CAT_000329	RDA, N°201 (Août 1897)	201	1897-08	297	298	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
file:/Users/gabaysimon/GitHub/Data/301-400/CAT_000330.xml	CAT_000330	RDA, N°202 (Septembre 1897)	202	1897-09	315	320	Matthias Gille Levenson	REVUE DES AUTOGRAPHES, DES CURIOSITÉS DE L'HISTOIRE ET DE LA BIOGRAPHIE
